-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 01/01/2022 
Location: Latitude  51.4965   Longitude 10.8103 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 357.57 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M     MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS        MERRA-2 Surface Pressure (kPa) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,WS10M,WD10M,PS,T2M
2021,1,1,1,1.92,224.5,96.14,-1.62
2021,1,1,2,1.76,229.32,96.16,-1.49
2021,1,1,3,1.61,235.69,96.17,-1.49
2021,1,1,4,1.53,245.53,96.18,-1.53
2021,1,1,5,1.55,255.68,96.2,-1.49
2021,1,1,6,1.49,263.66,96.22,-1.64
2021,1,1,7,1.52,268.53,96.26,-1.85
2021,1,1,8,1.75,270.26,96.3,-1.83
2021,1,1,9,2.06,272.39,96.35,-1.07
2021,1,1,10,2.12,272.54,96.4,-0.07
2021,1,1,11,2.12,280.85,96.44,1.12
2021,1,1,12,2.19,283.19,96.45,1.62
2021,1,1,13,2.19,281.95,96.46,1.67
2021,1,1,14,1.66,278.66,96.5,1.37
2021,1,1,15,1.55,273.18,96.54,0.05
2021,1,1,16,1.79,270.0,96.56,-1.02
2021,1,1,17,1.87,266.89,96.59,-1.24
2021,1,1,18,1.89,262.87,96.63,-1.38
2021,1,1,19,1.91,259.65,96.69,-1.52
2021,1,1,20,2.01,259.0,96.74,-1.86
2021,1,1,21,2.08,260.04,96.78,-2.11
2021,1,1,22,2.18,260.91,96.82,-2.32
2021,1,1,23,2.26,261.25,96.84,-2.44
2021,1,2,0,2.26,262.04,96.85,-2.63
2021,1,2,1,2.19,263.64,96.87,-2.99
2021,1,2,2,2.09,262.48,96.89,-3.24
2021,1,2,3,2.06,258.86,96.9,-3.21
2021,1,2,4,2.02,252.41,96.91,-2.73
2021,1,2,5,2.07,247.31,96.92,-2.49
2021,1,2,6,1.82,243.54,96.96,-2.49
2021,1,2,7,1.54,243.82,96.99,-2.6
2021,1,2,8,1.45,245.91,97.01,-2.64
2021,1,2,9,1.66,247.65,97.05,-1.54
2021,1,2,10,1.33,250.82,97.07,-0.21
2021,1,2,11,0.74,273.61,97.07,1.4
2021,1,2,12,0.52,358.26,97.04,2.12
2021,1,2,13,0.93,41.95,97.04,2.14
2021,1,2,14,1.1,61.06,97.06,1.72
2021,1,2,15,1.61,74.21,97.09,0.34
2021,1,2,16,2.11,79.56,97.09,-1.04
2021,1,2,17,2.27,79.27,97.09,-1.18
2021,1,2,18,2.41,75.38,97.09,-1.35
2021,1,2,19,2.64,74.36,97.1,-1.14
2021,1,2,20,2.88,77.13,97.12,-1.06
2021,1,2,21,2.99,73.93,97.11,-1.22
2021,1,2,22,2.9,65.85,97.09,-1.85
2021,1,2,23,3.17,59.01,97.07,-2.2
2021,1,3,0,3.61,53.9,97.04,-2.35
2021,1,3,1,4.04,50.02,97.01,-2.36
2021,1,3,2,4.18,43.71,96.98,-2.45
2021,1,3,3,4.29,40.05,96.95,-2.5
2021,1,3,4,4.35,37.49,96.92,-2.43
2021,1,3,5,4.67,36.16,96.91,-2.24
2021,1,3,6,5.03,33.99,96.9,-2.02
2021,1,3,7,5.37,30.41,96.89,-1.9
2021,1,3,8,5.93,30.32,96.88,-1.84
2021,1,3,9,6.13,29.21,96.88,-1.83
2021,1,3,10,5.98,29.08,96.89,-1.85
2021,1,3,11,5.9,31.9,96.86,-1.78
2021,1,3,12,5.67,35.46,96.83,-1.62
2021,1,3,13,5.28,36.46,96.81,-1.59
2021,1,3,14,4.76,35.72,96.82,-1.65
2021,1,3,15,4.02,34.4,96.85,-1.79
2021,1,3,16,3.41,33.4,96.86,-2.02
2021,1,3,17,3.16,37.27,96.88,-2.16
2021,1,3,18,3.0,42.57,96.91,-2.24
2021,1,3,19,2.91,45.98,96.95,-2.27
2021,1,3,20,2.69,44.41,96.98,-2.31
2021,1,3,21,2.59,43.29,97.02,-2.34
2021,1,3,22,2.5,42.85,97.06,-2.4
2021,1,3,23,2.49,42.33,97.09,-2.47
2021,1,4,0,2.56,43.14,97.1,-2.66
2021,1,4,1,2.66,44.76,97.11,-2.79
2021,1,4,2,2.72,45.35,97.11,-2.85
2021,1,4,3,2.76,46.37,97.11,-2.88
2021,1,4,4,2.8,47.37,97.12,-2.88
2021,1,4,5,2.72,47.56,97.13,-2.95
2021,1,4,6,2.62,46.45,97.15,-3.08
2021,1,4,7,2.61,46.7,97.17,-3.2
2021,1,4,8,2.6,47.19,97.21,-3.37
2021,1,4,9,2.64,46.32,97.24,-2.85
2021,1,4,10,2.79,48.06,97.26,-1.61
2021,1,4,11,3.1,51.54,97.25,-0.9
2021,1,4,12,3.13,49.86,97.22,-0.57
2021,1,4,13,3.2,47.58,97.19,-0.42
2021,1,4,14,3.15,49.52,97.18,-0.56
2021,1,4,15,2.7,52.53,97.19,-1.24
2021,1,4,16,2.68,55.94,97.19,-2.33
2021,1,4,17,2.95,58.88,97.19,-2.74
2021,1,4,18,2.95,61.87,97.2,-2.98
2021,1,4,19,2.85,63.15,97.22,-3.18
2021,1,4,20,2.76,61.77,97.23,-3.38
2021,1,4,21,2.81,59.58,97.24,-3.53
2021,1,4,22,2.74,54.77,97.24,-3.77
2021,1,4,23,2.72,49.9,97.24,-4.05
2021,1,5,0,2.83,46.34,97.23,-4.27
2021,1,5,1,3.01,46.47,97.23,-4.38
2021,1,5,2,3.11,47.45,97.22,-4.38
2021,1,5,3,3.25,47.83,97.22,-4.31
2021,1,5,4,3.39,49.3,97.21,-4.04
2021,1,5,5,3.53,51.2,97.21,-3.63
2021,1,5,6,3.53,50.75,97.22,-3.47
2021,1,5,7,3.51,49.15,97.23,-3.4
2021,1,5,8,3.29,40.76,97.25,-3.52
2021,1,5,9,3.5,37.28,97.27,-2.89
2021,1,5,10,4.03,43.04,97.28,-1.81
2021,1,5,11,4.27,45.37,97.28,-1.08
2021,1,5,12,4.22,42.82,97.26,-0.67
2021,1,5,13,4.13,39.56,97.22,-0.48
2021,1,5,14,3.95,35.51,97.2,-0.53
2021,1,5,15,3.39,30.28,97.18,-0.85
2021,1,5,16,2.96,25.48,97.17,-1.36
2021,1,5,17,3.09,26.24,97.17,-1.59
2021,1,5,18,3.06,27.35,97.17,-1.77
2021,1,5,19,2.98,28.98,97.18,-1.95
2021,1,5,20,2.95,28.47,97.19,-2.05
2021,1,5,21,3.07,29.11,97.18,-2.04
2021,1,5,22,3.34,34.32,97.18,-1.84
2021,1,5,23,3.57,35.29,97.17,-1.46
2021,1,6,0,3.38,28.58,97.13,-1.29
2021,1,6,1,3.19,18.83,97.1,-1.3
2021,1,6,2,3.18,13.05,97.06,-1.31
2021,1,6,3,3.07,10.11,97.03,-1.36
2021,1,6,4,3.08,4.8,96.99,-1.42
2021,1,6,5,3.05,1.76,96.96,-1.49
2021,1,6,6,3.12,356.7,96.95,-1.58
2021,1,6,7,3.2,351.57,96.94,-1.7
2021,1,6,8,3.3,350.6,96.94,-1.83
2021,1,6,9,3.53,349.54,96.93,-1.31
2021,1,6,10,3.69,344.67,96.93,-0.53
2021,1,6,11,3.76,338.4,96.9,-0.2
2021,1,6,12,3.76,329.28,96.87,-0.09
2021,1,6,13,3.85,320.11,96.84,-0.17
2021,1,6,14,3.73,312.79,96.82,-0.36
2021,1,6,15,3.29,308.07,96.82,-1.14
2021,1,6,16,3.27,304.87,96.82,-2.4
2021,1,6,17,3.17,299.97,96.81,-3.07
2021,1,6,18,3.29,295.04,96.81,-3.33
2021,1,6,19,3.5,291.59,96.82,-3.36
2021,1,6,20,3.57,288.12,96.82,-3.38
2021,1,6,21,3.78,284.73,96.83,-3.35
2021,1,6,22,3.73,279.64,96.82,-3.44
2021,1,6,23,3.66,273.67,96.81,-3.63
2021,1,7,0,3.93,272.5,96.8,-3.6
2021,1,7,1,3.96,270.45,96.79,-3.56
2021,1,7,2,4.06,267.24,96.77,-3.49
2021,1,7,3,4.21,264.79,96.76,-3.31
2021,1,7,4,4.26,263.25,96.75,-3.23
2021,1,7,5,4.13,260.52,96.75,-3.2
2021,1,7,6,3.79,255.68,96.75,-3.49
2021,1,7,7,3.77,254.01,96.76,-3.73
2021,1,7,8,4.22,258.02,96.78,-3.44
2021,1,7,9,4.55,256.99,96.8,-2.35
2021,1,7,10,4.79,254.97,96.81,-1.35
2021,1,7,11,4.99,254.83,96.8,-0.68
2021,1,7,12,4.89,254.52,96.78,-0.3
2021,1,7,13,4.42,252.11,96.74,-0.13
2021,1,7,14,3.77,245.13,96.72,-0.28
2021,1,7,15,3.42,239.51,96.71,-1.05
2021,1,7,16,3.44,234.61,96.71,-2.05
2021,1,7,17,3.6,231.34,96.71,-2.44
2021,1,7,18,3.64,232.24,96.71,-2.49
2021,1,7,19,3.54,231.46,96.71,-2.52
2021,1,7,20,3.46,230.23,96.71,-2.53
2021,1,7,21,3.36,229.62,96.71,-2.53
2021,1,7,22,3.28,229.74,96.69,-2.49
2021,1,7,23,3.16,229.61,96.67,-2.49
2021,1,8,0,3.17,231.41,96.64,-2.54
2021,1,8,1,3.03,235.61,96.61,-2.74
2021,1,8,2,2.92,239.12,96.6,-3.02
2021,1,8,3,2.89,243.85,96.58,-3.08
2021,1,8,4,2.77,252.74,96.58,-2.87
2021,1,8,5,2.48,260.03,96.59,-2.88
2021,1,8,6,2.36,264.69,96.64,-3.02
2021,1,8,7,2.37,270.76,96.67,-3.01
2021,1,8,8,2.36,278.56,96.74,-2.94
2021,1,8,9,2.49,285.48,96.8,-2.35
2021,1,8,10,2.71,289.38,96.84,-1.35
2021,1,8,11,3.23,293.34,96.86,-0.6
2021,1,8,12,3.48,295.13,96.88,-0.36
2021,1,8,13,3.57,296.51,96.89,-0.35
2021,1,8,14,3.18,297.07,96.91,-0.52
2021,1,8,15,2.63,296.87,96.95,-1.05
2021,1,8,16,2.6,298.72,97.0,-1.77
2021,1,8,17,2.77,301.27,97.06,-2.09
2021,1,8,18,2.82,303.03,97.12,-2.29
2021,1,8,19,2.83,303.65,97.17,-2.6
2021,1,8,20,2.98,301.94,97.23,-3.02
2021,1,8,21,3.01,299.36,97.27,-3.38
2021,1,8,22,3.09,296.63,97.31,-3.62
2021,1,8,23,3.18,295.12,97.34,-3.8
2021,1,9,0,3.23,293.34,97.36,-3.88
2021,1,9,1,3.15,291.85,97.38,-4.07
2021,1,9,2,3.14,288.89,97.41,-4.44
2021,1,9,3,3.3,287.23,97.42,-4.42
2021,1,9,4,3.29,286.15,97.43,-4.3
2021,1,9,5,3.23,286.73,97.47,-4.29
2021,1,9,6,3.19,290.79,97.52,-4.35
2021,1,9,7,3.22,299.55,97.56,-4.35
2021,1,9,8,3.55,314.55,97.61,-3.94
2021,1,9,9,3.6,319.92,97.66,-2.93
2021,1,9,10,3.93,318.46,97.72,-1.77
2021,1,9,11,4.15,318.9,97.75,-1.15
2021,1,9,12,4.1,317.47,97.76,-0.87
2021,1,9,13,4.01,316.74,97.76,-0.79
2021,1,9,14,3.58,315.35,97.78,-0.97
2021,1,9,15,2.87,315.22,97.82,-1.78
2021,1,9,16,2.72,316.74,97.86,-3.27
2021,1,9,17,2.72,317.56,97.89,-4.08
2021,1,9,18,2.48,315.89,97.92,-4.43
2021,1,9,19,2.23,312.45,97.95,-4.71
2021,1,9,20,2.11,306.87,97.98,-5.17
2021,1,9,21,2.03,302.77,98.01,-5.49
2021,1,9,22,2.1,299.43,98.03,-5.66
2021,1,9,23,2.13,296.38,98.04,-5.86
2021,1,10,0,2.0,292.76,98.03,-5.92
2021,1,10,1,1.84,284.51,98.02,-5.98
2021,1,10,2,1.73,273.62,98.02,-6.1
2021,1,10,3,1.81,262.32,98.02,-6.46
2021,1,10,4,1.98,256.79,98.01,-6.85
2021,1,10,5,2.08,250.68,98.01,-7.1
2021,1,10,6,2.11,242.86,98.02,-7.45
2021,1,10,7,2.21,234.63,98.03,-7.68
2021,1,10,8,2.45,229.14,98.04,-7.73
2021,1,10,9,2.62,225.24,98.04,-6.45
2021,1,10,10,2.98,222.34,98.03,-4.32
2021,1,10,11,3.14,223.59,98.02,-3.01
2021,1,10,12,3.14,227.42,97.97,-2.06
2021,1,10,13,2.97,231.41,97.94,-1.61
2021,1,10,14,2.36,236.47,97.91,-1.77
2021,1,10,15,2.27,238.93,97.91,-3.63
2021,1,10,16,2.74,241.53,97.9,-6.39
2021,1,10,17,3.01,242.97,97.91,-7.65
2021,1,10,18,3.18,244.57,97.94,-7.59
2021,1,10,19,3.23,243.56,97.94,-6.69
2021,1,10,20,3.33,240.97,97.94,-5.93
2021,1,10,21,3.37,240.11,97.94,-5.85
2021,1,10,22,3.47,239.28,97.93,-6.02
2021,1,10,23,3.64,236.11,97.91,-6.12
2021,1,11,0,3.79,233.98,97.86,-6.06
2021,1,11,1,3.87,234.35,97.83,-5.88
2021,1,11,2,4.03,233.91,97.81,-5.77
2021,1,11,3,4.12,233.56,97.78,-5.9
2021,1,11,4,4.02,231.71,97.74,-6.11
2021,1,11,5,4.07,231.63,97.72,-6.24
2021,1,11,6,4.06,230.77,97.7,-6.06
2021,1,11,7,4.21,227.85,97.69,-5.88
2021,1,11,8,4.77,224.87,97.66,-5.32
2021,1,11,9,5.34,222.69,97.63,-4.52
2021,1,11,10,5.43,220.68,97.63,-4.06
2021,1,11,11,5.68,217.06,97.58,-3.75
2021,1,11,12,6.11,216.94,97.52,-3.02
2021,1,11,13,6.64,219.89,97.46,-2.38
2021,1,11,14,6.5,220.32,97.41,-2.31
2021,1,11,15,6.43,219.28,97.38,-2.67
2021,1,11,16,6.62,217.86,97.33,-3.1
2021,1,11,17,6.98,217.41,97.27,-3.21
2021,1,11,18,7.23,217.45,97.19,-3.24
2021,1,11,19,7.42,219.32,97.11,-3.21
2021,1,11,20,7.6,220.12,97.04,-3.15
2021,1,11,21,7.77,219.86,96.96,-3.02
2021,1,11,22,7.8,220.94,96.89,-2.86
2021,1,11,23,7.88,221.75,96.82,-2.72
2021,1,12,0,7.94,220.33,96.73,-2.55
2021,1,12,1,8.56,222.78,96.63,-2.04
2021,1,12,2,8.42,222.18,96.54,-1.63
2021,1,12,3,8.4,222.74,96.44,-1.52
2021,1,12,4,8.59,221.9,96.33,-1.32
2021,1,12,5,8.87,222.14,96.22,-0.99
2021,1,12,6,9.2,224.59,96.13,-0.66
2021,1,12,7,9.35,227.81,96.06,-0.43
2021,1,12,8,9.09,233.92,96.01,-0.07
2021,1,12,9,8.45,239.07,95.98,0.29
2021,1,12,10,7.88,244.71,95.98,0.36
2021,1,12,11,6.65,249.01,95.96,0.35
2021,1,12,12,6.14,259.08,95.94,0.44
2021,1,12,13,5.43,273.46,95.93,0.45
2021,1,12,14,4.91,287.89,95.98,0.51
2021,1,12,15,5.05,298.87,96.07,0.53
2021,1,12,16,5.26,299.58,96.16,0.42
2021,1,12,17,5.55,294.87,96.23,0.12
2021,1,12,18,5.96,289.05,96.3,-0.28
2021,1,12,19,6.33,287.54,96.37,-0.31
2021,1,12,20,6.8,294.8,96.47,-0.0
2021,1,12,21,6.54,299.11,96.58,-0.3
2021,1,12,22,5.75,294.65,96.66,-0.99
2021,1,12,23,5.39,286.07,96.72,-1.53
2021,1,13,0,5.59,282.93,96.76,-1.85
2021,1,13,1,5.6,280.2,96.78,-2.13
2021,1,13,2,5.88,277.63,96.81,-2.22
2021,1,13,3,6.22,276.21,96.83,-2.13
2021,1,13,4,6.79,275.55,96.84,-1.86
2021,1,13,5,7.14,274.58,96.84,-1.57
2021,1,13,6,7.15,272.13,96.85,-1.61
2021,1,13,7,6.94,268.39,96.84,-1.77
2021,1,13,8,7.01,265.52,96.83,-1.63
2021,1,13,9,7.04,263.95,96.82,-1.2
2021,1,13,10,7.19,262.51,96.81,-0.6
2021,1,13,11,7.82,263.58,96.79,0.04
2021,1,13,12,8.02,263.23,96.74,0.34
2021,1,13,13,8.32,262.39,96.69,0.44
2021,1,13,14,8.58,261.41,96.64,0.43
2021,1,13,15,8.88,260.74,96.61,0.32
2021,1,13,16,9.23,260.2,96.57,0.12
2021,1,13,17,9.69,260.07,96.48,0.01
2021,1,13,18,10.14,262.79,96.38,-0.0
2021,1,13,19,10.1,271.46,96.31,0.03
2021,1,13,20,9.35,283.73,96.3,0.08
2021,1,13,21,8.88,297.62,96.34,-0.02
2021,1,13,22,9.01,305.58,96.4,-1.11
2021,1,13,23,9.24,305.12,96.46,-2.27
2021,1,14,0,9.42,302.95,96.49,-2.84
2021,1,14,1,9.6,302.98,96.51,-2.95
2021,1,14,2,9.71,305.47,96.55,-2.76
2021,1,14,3,9.58,309.61,96.62,-2.45
2021,1,14,4,9.07,315.31,96.7,-2.27
2021,1,14,5,8.2,322.7,96.79,-2.1
2021,1,14,6,7.06,329.12,96.89,-2.02
2021,1,14,7,6.24,336.71,97.02,-1.98
2021,1,14,8,5.58,347.87,97.15,-1.77
2021,1,14,9,4.68,351.07,97.27,-1.43
2021,1,14,10,4.22,352.66,97.36,-0.91
2021,1,14,11,3.86,352.33,97.43,-0.49
2021,1,14,12,3.81,358.59,97.45,-0.24
2021,1,14,13,3.33,356.36,97.46,-0.34
2021,1,14,14,2.77,348.63,97.48,-0.61
2021,1,14,15,2.1,344.05,97.5,-1.79
2021,1,14,16,2.26,345.77,97.53,-3.83
2021,1,14,17,2.46,349.76,97.56,-5.16
2021,1,14,18,2.54,353.99,97.6,-5.73
2021,1,14,19,2.59,357.75,97.64,-6.02
2021,1,14,20,2.55,0.18,97.67,-6.11
2021,1,14,21,2.46,0.73,97.68,-6.23
2021,1,14,22,2.45,1.1,97.69,-6.27
2021,1,14,23,2.45,2.01,97.69,-6.13
2021,1,15,0,2.47,3.44,97.68,-5.94
2021,1,15,1,2.57,6.11,97.67,-5.74
2021,1,15,2,2.69,9.52,97.68,-5.64
2021,1,15,3,2.7,12.35,97.7,-5.66
2021,1,15,4,2.68,13.31,97.73,-5.7
2021,1,15,5,2.73,12.4,97.76,-5.72
2021,1,15,6,2.72,10.08,97.81,-5.57
2021,1,15,7,2.67,7.06,97.86,-5.52
2021,1,15,8,2.66,0.84,97.92,-5.41
2021,1,15,9,2.75,355.28,97.97,-4.38
2021,1,15,10,2.99,350.07,98.03,-2.77
2021,1,15,11,3.72,348.12,98.07,-1.93
2021,1,15,12,4.05,345.24,98.07,-1.63
2021,1,15,13,4.12,340.74,98.06,-1.63
2021,1,15,14,3.87,336.54,98.07,-1.8
2021,1,15,15,3.29,333.01,98.09,-2.41
2021,1,15,16,2.94,331.73,98.13,-3.85
2021,1,15,17,2.98,332.56,98.14,-5.07
2021,1,15,18,3.06,335.86,98.17,-5.81
2021,1,15,19,3.0,337.78,98.2,-6.46
2021,1,15,20,3.01,340.91,98.24,-6.87
2021,1,15,21,2.89,341.91,98.27,-7.25
2021,1,15,22,2.79,341.57,98.28,-7.77
2021,1,15,23,2.66,338.85,98.29,-8.4
2021,1,16,0,2.72,334.32,98.3,-8.96
2021,1,16,1,2.83,330.26,98.31,-9.23
2021,1,16,2,2.92,327.46,98.31,-9.34
2021,1,16,3,2.93,326.31,98.29,-9.33
2021,1,16,4,2.82,325.96,98.27,-9.27
2021,1,16,5,2.62,323.37,98.22,-9.28
2021,1,16,6,2.51,315.0,98.19,-9.31
2021,1,16,7,2.57,302.58,98.2,-9.34
2021,1,16,8,2.64,292.08,98.21,-9.17
2021,1,16,9,2.51,283.34,98.19,-7.87
2021,1,16,10,2.51,279.84,98.16,-5.67
2021,1,16,11,3.13,282.54,98.1,-4.24
2021,1,16,12,3.12,282.12,98.01,-3.55
2021,1,16,13,2.98,281.63,97.93,-3.13
2021,1,16,14,2.7,279.98,97.86,-3.02
2021,1,16,15,2.21,277.3,97.84,-3.56
2021,1,16,16,2.31,274.65,97.8,-5.15
2021,1,16,17,2.48,269.82,97.76,-6.24
2021,1,16,18,2.37,260.72,97.71,-6.5
2021,1,16,19,2.38,245.2,97.65,-6.72
2021,1,16,20,2.7,234.06,97.62,-7.35
2021,1,16,21,3.01,232.06,97.6,-7.86
2021,1,16,22,3.05,233.42,97.58,-7.85
2021,1,16,23,2.88,231.05,97.54,-7.81
2021,1,17,0,2.76,224.66,97.47,-8.13
2021,1,17,1,2.63,214.96,97.4,-8.77
2021,1,17,2,2.56,208.05,97.34,-9.28
2021,1,17,3,2.52,203.15,97.28,-9.47
2021,1,17,4,2.48,198.38,97.26,-9.35
2021,1,17,5,2.4,192.59,97.25,-9.19
2021,1,17,6,2.4,186.16,97.26,-9.16
2021,1,17,7,2.43,180.37,97.28,-9.26
2021,1,17,8,2.37,175.85,97.32,-9.2
2021,1,17,9,2.28,172.73,97.36,-8.2
2021,1,17,10,2.09,170.54,97.39,-6.24
2021,1,17,11,2.55,169.76,97.43,-4.56
2021,1,17,12,2.57,174.77,97.43,-3.7
2021,1,17,13,2.39,179.25,97.43,-3.26
2021,1,17,14,1.92,181.63,97.44,-3.24
2021,1,17,15,1.68,182.4,97.47,-4.21
2021,1,17,16,2.14,183.35,97.51,-6.22
2021,1,17,17,2.52,187.48,97.54,-7.5
2021,1,17,18,2.69,190.89,97.57,-7.52
2021,1,17,19,2.75,196.33,97.61,-7.17
2021,1,17,20,2.71,202.87,97.63,-6.73
2021,1,17,21,2.6,209.96,97.63,-6.12
2021,1,17,22,2.4,219.71,97.62,-5.64
2021,1,17,23,2.21,236.98,97.61,-5.49
2021,1,18,0,2.32,264.0,97.59,-5.56
2021,1,18,1,2.83,284.04,97.59,-5.24
2021,1,18,2,3.68,293.9,97.59,-3.67
2021,1,18,3,4.22,296.61,97.6,-2.1
2021,1,18,4,4.7,294.86,97.62,-0.84
2021,1,18,5,4.74,289.24,97.63,-0.27
2021,1,18,6,4.78,283.99,97.65,-0.1
2021,1,18,7,4.85,279.55,97.68,-0.0
2021,1,18,8,4.76,275.08,97.72,0.05
2021,1,18,9,4.64,267.98,97.73,0.21
2021,1,18,10,4.66,261.8,97.75,0.37
2021,1,18,11,4.64,255.78,97.74,0.5
2021,1,18,12,5.0,250.66,97.7,0.63
2021,1,18,13,5.03,244.99,97.63,0.67
2021,1,18,14,5.1,240.45,97.58,0.69
2021,1,18,15,5.55,242.57,97.57,0.63
2021,1,18,16,5.88,242.04,97.55,0.45
2021,1,18,17,5.86,236.92,97.52,0.3
2021,1,18,18,6.19,234.97,97.49,0.28
2021,1,18,19,6.58,239.78,97.48,0.33
2021,1,18,20,6.21,243.08,97.47,0.31
2021,1,18,21,6.25,247.73,97.47,0.38
2021,1,18,22,6.33,252.77,97.47,0.44
2021,1,18,23,6.24,251.32,97.46,0.48
2021,1,19,0,6.32,250.71,97.43,0.48
2021,1,19,1,6.09,246.56,97.39,0.44
2021,1,19,2,6.1,242.12,97.35,0.4
2021,1,19,3,6.1,238.14,97.3,0.39
2021,1,19,4,5.67,230.37,97.23,0.27
2021,1,19,5,5.4,216.7,97.16,0.01
2021,1,19,6,6.06,207.16,97.06,-0.16
2021,1,19,7,6.72,202.21,96.93,-0.31
2021,1,19,8,7.77,205.43,96.82,-0.27
2021,1,19,9,8.62,209.0,96.72,-0.07
2021,1,19,10,9.23,210.02,96.6,0.06
2021,1,19,11,9.65,212.78,96.46,0.15
2021,1,19,12,10.76,221.17,96.35,0.24
2021,1,19,13,10.82,232.21,96.25,0.33
2021,1,19,14,9.83,238.89,96.19,0.44
2021,1,19,15,8.78,244.83,96.19,0.51
2021,1,19,16,8.33,248.61,96.22,0.77
2021,1,19,17,8.25,249.09,96.27,0.99
2021,1,19,18,8.27,245.57,96.33,1.18
2021,1,19,19,8.27,243.46,96.38,1.24
2021,1,19,20,8.25,242.78,96.44,1.18
2021,1,19,21,7.51,237.32,96.48,1.02
2021,1,19,22,7.39,232.82,96.49,0.93
2021,1,19,23,7.26,229.49,96.48,0.82
2021,1,20,0,7.13,224.91,96.45,0.73
2021,1,20,1,6.93,220.98,96.41,0.69
2021,1,20,2,6.97,219.27,96.38,0.72
2021,1,20,3,7.06,216.95,96.33,0.73
2021,1,20,4,7.11,214.48,96.29,0.58
2021,1,20,5,7.36,212.04,96.25,0.21
2021,1,20,6,7.58,211.72,96.22,-0.31
2021,1,20,7,7.62,213.71,96.22,-0.68
2021,1,20,8,7.63,214.7,96.23,-0.38
2021,1,20,9,7.53,213.66,96.22,0.45
2021,1,20,10,7.09,209.13,96.2,0.88
2021,1,20,11,7.08,207.05,96.17,1.3
2021,1,20,12,7.16,205.67,96.12,1.56
2021,1,20,13,6.98,206.16,96.07,1.74
2021,1,20,14,6.84,206.51,96.03,1.79
2021,1,20,15,6.66,205.12,96.01,1.72
2021,1,20,16,6.71,203.1,95.98,1.57
2021,1,20,17,6.81,201.83,95.96,1.55
2021,1,20,18,6.78,200.94,95.93,1.66
2021,1,20,19,6.67,200.07,95.89,1.72
2021,1,20,20,6.57,198.43,95.87,1.69
2021,1,20,21,6.52,195.92,95.83,1.65
2021,1,20,22,6.46,194.2,95.78,1.67
2021,1,20,23,6.49,193.02,95.74,1.69
2021,1,21,0,6.79,191.22,95.68,1.79
2021,1,21,1,7.16,190.38,95.61,1.87
2021,1,21,2,7.47,189.94,95.55,1.71
2021,1,21,3,7.85,190.66,95.48,1.66
2021,1,21,4,8.32,192.52,95.43,1.79
2021,1,21,5,8.74,192.97,95.36,1.74
2021,1,21,6,9.17,195.62,95.29,1.89
2021,1,21,7,9.77,201.38,95.27,2.44
2021,1,21,8,10.02,204.51,95.29,2.76
2021,1,21,9,9.8,210.67,95.33,3.28
2021,1,21,10,9.59,215.41,95.38,3.52
2021,1,21,11,8.51,218.14,95.42,3.41
2021,1,21,12,7.37,216.17,95.41,3.47
2021,1,21,13,6.89,212.97,95.4,3.65
2021,1,21,14,6.69,211.15,95.4,3.62
2021,1,21,15,6.91,212.16,95.41,3.35
2021,1,21,16,7.35,216.09,95.42,3.06
2021,1,21,17,7.33,215.98,95.42,2.87
2021,1,21,18,7.0,213.25,95.4,2.76
2021,1,21,19,6.81,208.74,95.35,2.71
2021,1,21,20,6.45,199.82,95.27,2.85
2021,1,21,21,7.3,189.87,95.15,3.45
2021,1,21,22,9.33,189.45,95.02,4.52
2021,1,21,23,10.95,196.25,94.92,5.3
2021,1,22,0,12.19,200.44,94.88,5.23
2021,1,22,1,12.13,202.09,94.85,4.51
2021,1,22,2,11.3,202.31,94.79,4.04
2021,1,22,3,10.74,203.21,94.72,3.96
2021,1,22,4,10.7,207.35,94.68,4.33
2021,1,22,5,10.41,212.71,94.66,4.55
2021,1,22,6,9.1,217.15,94.66,4.54
2021,1,22,7,7.16,223.81,94.7,4.26
2021,1,22,8,5.32,238.39,94.77,3.56
2021,1,22,9,4.34,253.46,94.86,3.18
2021,1,22,10,4.0,261.7,94.94,3.05
2021,1,22,11,3.58,263.99,94.99,2.94
2021,1,22,12,3.32,266.09,95.04,2.78
2021,1,22,13,2.85,264.96,95.08,2.52
2021,1,22,14,1.9,255.74,95.11,2.15
2021,1,22,15,1.74,242.74,95.19,1.27
2021,1,22,16,2.12,235.49,95.26,-0.66
2021,1,22,17,2.23,231.25,95.3,-0.95
2021,1,22,18,2.27,229.46,95.33,-1.6
2021,1,22,19,2.2,233.21,95.36,-1.57
2021,1,22,20,1.77,243.77,95.35,-1.13
2021,1,22,21,1.55,261.3,95.37,-0.89
2021,1,22,22,1.78,272.52,95.43,-0.82
2021,1,22,23,1.8,311.3,95.4,-0.9
2021,1,23,0,2.07,345.33,95.33,-0.85
2021,1,23,1,2.06,6.75,95.33,-0.75
2021,1,23,2,1.99,20.92,95.33,-0.66
